Month,NG%,TotInsp(Lot)
Jan-2024,0.7749553681681216,8486.0967
Feb-2024,1.456326554392982,8272.5222
Mar-2024,1.0018660069088272,8608.6744
Apr-2024,1.8830772294179696,6191.0824
May-2024,1.342569999445996,9133.9029
Jun-2024,1.3456820176446436,9208.7867
Jul-2024,1.4331199396050227,10780.8418
Aug-2024,1.0108868259791057,9490.0126
